C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 32,ferryt.1,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
2.98,2.43,0.388,0.12,0.0,0.0,1.59,0.73,6,0.0,99.0,0.0,0,16,41,0,M,7.541646,0.00138,0.00044,15.67059,1.237725,0.076886,125.91662,5,15,0,3,0,98,0,100,,2.2e-05,1.500385,0.004045,0.470542,0.00044,100.0,3.552249,0.195635,138.06738
3.32,2.59,0.235,0.0,0.0,0.22,0.0,0.0,8,5.6,99.0,0.0,0,0,5,0,AN,0.313145,12.496539,0.00044,16.11774,4.412703,0.0,139.93627,11,86,4,0,0,0,0,100,,21.558574,2.2e-05,5.164774,5.377685,3.44079,100.0,5.799334,0.0,113.99055
4.06,2.54,0.316,0.0,0.004,0.0,0.21,1.37,24,0.0,26.0,0.0,0,3,0,0,M,19.305398,1.996714,0.846097,2.66099,0.000289,0.0,36.089,0,0,0,6,14,37,0,100,,2.2e-05,62.46501,20.933216,0.00138,0.00044,8.24147,4.805502,0.162524,105.02201
2.95,2.33,0.275,0.0,0.003,0.0,3.89,0.0,4,0.0,26.2,0.0,2,14,5,0,M,94.95399,0.00138,0.00044,7.58562,97.543787,0.0,120.84474,0,17,8,3,0,98,0,100,,3.719054,2.2e-05,16.083853,0.00138,0.00044,0.0,0.000289,0.124639,94.93659
2.82,2.68,0.274,0.13,0.005,0.22,0.0,0.0,3,0.0,0.0,0.0,0,100,4,0,M,22.946729,4.644063,0.00044,0.0,0.000289,0.0,85.55983,7,0,4,0,11,4,0,100,,5.552177,2.2e-05,94.95399,14.46091,6.814551,0.0,0.000289,0.0,89.4864
3.91,2.73,0.421,0.0,0.0,0.0,0.0,0.66,24,0.0,0.0,0.0,53,13,0,0,M,14.360355,8.121722,5.384688,15.0035,0.000289,0.0,89.47095,0,0,0,99,95,0,0,130,,2.2e-05,2.2e-05,23.246373,0.00138,95.98867,19.78845,5.359853,0.0,95.24582
3.05,2.26,0.384,0.03,0.0,0.0,0.0,0.65,19,4.2,99.0,0.0,0,46,5,0,AF,20.839503,0.00138,0.00044,100.0,98.07675,0.046255,141.99289,11,0,53,99,12,5,0,100,,2.2e-05,2.2e-05,6.500669,9.084736,95.98867,13.28178,2.108756,0.158687,99.02073
3.11,2.73,0.353,0.0,0.004,0.0,0.0,0.02,10,4.8,99.0,3.3,74,15,5,0,M,19.916507,12.594461,0.672413,19.23703,4.299924,0.046842,97.02887,6,0,6,1,9,98,0,100,,2.2e-05,4.660386,5.741286,10.653562,0.00044,0.0,0.960026,0.033163,115.67459
3.79,2.26,0.144,0.0,0.0,0.0,0.73,0.28,3,0.0,0.6,0.0,7,18,2,0,M,23.354443,9.323819,0.245312,16.74823,0.000289,0.0,92.31676,0,0,0,7,17,0,0,103,,2.2e-05,2.200315,0.004045,5.702102,95.98867,0.0,6.165669,0.0,97.77405
3.46,2.66,0.025,0.0,0.0,0.0,0.0,0.15,4,4.1,68.9,0.0,0,100,5,0,AN,94.95399,5.428782,1.900596,0.0,0.409927,0.0,126.85466,3,0,0,0,0,0,0,102,,1.974668,6.359908,0.004045,0.559906,0.00044,0.0,1.920707,0.016705,88.40437
3.75,2.21,0.309,0.03,0.0,0.0,1.27,0.0,3,4.2,11.5,0.0,0,0,7,0,M,13.987105,0.00138,4.73175,9.14232,5.753262,0.049814,126.07548,12,0,0,0,16,82,0,100,,2.2e-05,2.2e-05,0.004045,0.00138,2.56974,0.0,4.860388,0.0,80.02297
3.13,2.39,0.237,0.0,0.005,0.04,20.44,0.0,3,5.0,27.6,0.0,2,10,0,0,AF,1.451281,6.407104,7.839101,17.1942,2.529442,0.0,115.92385,10,0,6,92,2,3,0,100,,2.2e-05,2.2e-05,23.832062,0.00138,95.98867,23.42556,5.230985,0.0,117.62471
2.88,2.43,0.234,0.0,0.003,0.38,0.0,0.0,3,4.7,22.6,0.0,94,20,39,0,AF,16.441759,52.77364,5.205937,97.66337,0.000289,0.161083,145.16416,7,8,0,0,0,3,0,100,,24.488263,2.2e-05,25.369194,11.115824,7.476818,100.0,0.000289,0.0,85.81525
3.51,2.48,0.316,0.0,0.0,0.41,0.0,1.86,17,0.0,13.3,0.0,0,14,1,0,AN,22.339812,0.00138,0.545182,23.21687,5.602081,0.143432,95.46797,0,0,0,99,11,64,0,100,,20.538658,1.604947,0.004045,0.00138,0.00044,0.0,0.000289,0.078835,127.30774
2.78,2.73,0.288,0.0,0.0,0.36,0.0,1.62,8,0.9,99.0,0.0,4,80,6,0,AN,11.861035,9.060686,0.00044,85.21195,0.000289,0.212039,104.42839,43,24,9,99,18,0,0,100,,2.2e-05,2.2e-05,20.367927,0.00138,1.50595,0.0,0.000289,0.149123,132.09673
3.4,2.42,0.287,0.0,0.0,0.0,21.04,0.25,24,0.0,90.8,8.0,0,0,0,0,AN,94.95399,10.327102,6.388515,0.0,2.931001,0.065894,134.06814,0,19,0,6,72,2,0,111,,2.2e-05,6.252858,0.004045,4.15165,0.00044,13.64744,0.000289,0.0,97.32652
3.27,2.39,0.135,0.0,0.0,0.0,0.54,0.18,8,4.5,99.0,0.0,0,12,7,0,M,24.826651,4.271546,0.00044,0.0,2.482863,0.0,146.11007,6,28,0,6,97,3,0,107,,2.2e-05,5.002274,55.390359,9.579965,0.386664,0.0,1.16881,0.0,110.52885
3.42,2.28,0.413,0.0,0.003,0.11,0.0,0.32,16,63.7,77.6,0.0,0,11,4,0,M,78.324414,13.263957,95.98867,11.92935,0.000289,0.215566,109.47634,11,11,18,0,4,2,0,100,,2.851429,1.615786,67.980592,1.735799,2.381574,8.08293,0.000289,0.071684,112.49555
2.83,2.49,0.145,0.11,0.0,0.0,21.04,0.0,12,6.4,10.1,0.0,5,0,0,0,AF,0.004045,10.454946,0.00044,66.81208,0.11546,0.0,92.79555,1,0,0,0,97,6,0,100,,2.2e-05,2.2e-05,94.95399,0.00138,3.630693,0.00796,4.648021,0.10504,123.00364
3.89,2.38,0.355,0.0,0.0,2.65,14.0,0.11,21,0.0,7.3,6.9,0,0,5,0,M,94.95399,0.00138,93.033075,78.97481,3.534282,0.086197,101.2157,0,100,0,7,87,6,0,100,,22.583597,62.46501,0.004045,3.919334,1.57949,0.84998,1.395071,0.064932,90.95134
3.17,2.29,0.354,0.0,0.0,0.07,0.0,0.12,3,0.0,18.9,0.0,96,13,33,0,M,0.58842,33.627513,0.00044,0.0,0.000289,0.130861,74.40363,3,0,2,0,5,2,0,100,,6.529092,35.016088,94.95399,4.324363,4.163991,70.59251,0.000289,0.0,108.38541
2.93,2.25,0.25,0.0,0.001,0.0,10.2,0.0,24,1.5,25.4,0.0,0,63,7,0,FP,22.846214,0.589486,7.543477,99.57244,5.124506,0.0,35.60635,10,3,2,0,20,6,0,100,,7.790116,2.2e-05,20.768894,1.59698,0.00044,0.0,4.51277,0.142402,98.89387
2.91,2.24,0.293,0.0,0.0,0.02,10.71,0.9,3,0.0,20.2,3.6,0,0,100,0,M,7.855227,12.442368,0.00044,0.0,98.07675,0.133937,83.05193,0,7,7,0,8,5,0,100,,2.2e-05,2.2e-05,0.004045,8.95196,0.00044,100.0,0.000289,0.080585,117.53447
2.83,2.66,0.081,0.0,0.0,0.0,21.04,0.0,24,0.0,3.2,7.1,0,7,3,0,M,16.642161,8.274968,7.882866,0.0,0.000289,0.0,115.31672,0,25,1,7,0,2,0,105,,6.34735,62.46501,24.839929,0.653243,3.565527,0.0,0.000289,0.215282,100.16904
3.85,2.67,0.143,0.0,0.0,0.03,0.0,0.27,23,0.0,11.5,0.0,0,0,73,0,AN,0.004045,0.00138,6.621034,0.0,0.000289,0.0,122.72226,0,5,9,0,8,6,0,107,,2.2e-05,5.190714,20.656822,0.00138,0.451068,6.77976,4.036809,0.0,133.02751
3.53,2.69,0.072,0.0,0.0,0.0,6.82,0.0,5,30.8,8.9,47.6,0,100,6,0,AN,17.415844,10.702706,6.028264,97.37681,0.000289,0.0,87.61612,0,0,0,99,97,0,0,101,,2.2e-05,2.970363,4.126499,5.121255,1.499037,13.81008,98.07675,0.0,80.02297
4.09,2.73,0.143,0.1,0.0,0.46,21.04,0.05,11,0.0,51.1,0.4,0,100,6,0,M,0.004045,0.00138,0.00044,100.0,0.000289,0.153144,83.59848,45,0,2,41,5,4,0,100,,62.46501,2.2e-05,94.95399,0.00138,2.152764,70.44925,0.000289,0.0,124.12367
3.61,2.27,0.351,0.02,0.0,0.31,0.0,0.0,16,0.0,10.0,0.0,1,10,100,0,AF,4.490026,5.312834,0.616326,100.0,35.154628,0.778385,138.31992,0,0,8,18,0,0,4,100,,2.2e-05,60.250435,94.95399,2.516862,5.632705,0.0,0.000289,0.0,80.02297
2.85,2.45,0.289,0.0,0.0,0.0,3.98,1.59,11,0.4,0.0,0.8,1,2,0,0,FP,16.403001,11.37742,79.573328,0.0,98.07675,0.0,56.94624,5,13,0,1,16,98,0,100,,9.384329,58.464084,18.426899,23.455065,0.00044,85.97172,1.481742,0.0,84.63935
3.52,2.29,0.07,0.08,0.0,0.08,0.0,0.0,8,1.3,26.5,0.0,0,100,7,0,M,94.95399,0.00138,0.00044,17.14862,0.000289,0.009408,139.32355,10,0,7,0,0,2,0,100,,2.2e-05,2.2e-05,7.334461,10.238243,3.368993,0.0,0.000289,0.0,80.02297
3.63,2.73,0.02,0.0,0.004,0.05,0.0,1.94,24,5.4,24.5,7.8,0,15,0,0,AN,24.688442,3.765338,1.943286,0.0,0.000289,0.0,116.22116,0,0,0,99,0,0,0,100,,2.2e-05,1.850166,11.501315,0.00138,0.00044,4.47411,0.000289,0.0,80.02297
3.34,2.23,0.274,0.09,0.0,0.1,16.16,0.0,16,0.0,27.0,0.0,0,1,7,0,M,10.438483,0.00138,4.196934,0.0,0.000289,0.0,101.16892,9,0,0,94,0,6,0,218,,2.2e-05,4.440748,0.878798,12.644184,0.00044,0.0,0.529237,0.0,120.2919
4.13,2.4,0.147,0.03,0.0,4.94,5.71,0.17,14,0.0,20.9,0.0,0,65,3,0,M,4.301951,2.762478,32.387991,75.95408,1.977852,0.0,125.40531,3,2,0,4,97,6,4,100,,0.591389,28.337457,94.95399,0.00138,5.790657,5.62672,1.521061,0.0,90.3337
3.43,2.31,0.136,0.0,0.0,0.0,0.0,0.29,7,0.0,0.0,2.4,0,7,7,0,AN,0.004045,0.00138,6.289099,0.0,0.000289,0.210546,91.61122,0,17,0,99,0,98,0,108,,3.749369,6.262557,5.246395,0.00138,5.002616,0.0,55.129461,0.216989,96.09979
3.01,2.41,0.02,0.09,0.001,0.0,1.07,0.0,17,0.0,90.9,2.1,0,16,100,0,M,0.004045,5.567825,95.98867,19.91259,2.050471,0.085379,57.91432,0,17,4,99,5,2,0,100,,2.2e-05,5.551693,47.670459,11.155764,5.466128,80.20923,3.425011,0.088218,100.52105
2.96,2.63,0.784,0.0,0.007,1.2,0.16,1.26,11,0.0,26.1,2.3,0,85,1,0,M,42.370541,5.991013,0.00044,5.94449,0.000289,0.0,102.97963,8,0,10,9,84,5,0,100,,1.602601,2.2e-05,22.601433,0.00138,1.880654,0.0,1.338275,0.0,133.77926
3.05,2.41,0.421,0.0,0.0,0.22,21.04,0.0,21,0.3,20.2,5.8,2,0,2,0,AN,94.95399,3.660051,0.00044,100.0,5.492613,0.035373,81.91987,0,20,6,99,84,5,0,100,,2.2e-05,4.758588,94.95399,5.347317,0.00044,1.14237,1.870717,0.151178,133.90116
3.12,2.42,0.02,0.0,0.003,0.0,14.65,0.2,19,0.0,16.8,0.0,58,18,2,0,M,94.95399,9.97229,2.731001,0.0,0.000289,0.116783,148.01689,5,0,8,99,97,0,0,100,,2.2e-05,4.882477,19.148642,10.097928,7.491362,20.38601,0.000289,0.0,80.02297
3.18,2.49,0.02,0.0,0.0,0.19,1.25,0.0,13,44.2,0.0,0.6,5,98,5,0,AN,0.004045,9.91615,0.00044,8.12563,0.000289,0.0,73.45626,0,0,7,0,10,4,0,100,,2.572364,2.2e-05,94.95399,14.35734,6.245532,0.0,0.000289,0.034455,86.93835
3.28,2.64,1.39,0.0,0.001,2.96,5.34,0.0,18,0.0,85.4,0.0,0,0,0,0,M,45.85818,0.012152,0.00044,0.0,0.000289,0.053676,102.56209,3,0,0,0,16,0,0,100,,4.921395,2.2e-05,16.233577,0.217965,7.09004,0.0,90.876485,0.0,101.67869
3.2,2.52,0.137,0.0,0.002,0.0,3.86,0.0,13,0.0,9.5,0.0,0,1,4,0,AF,22.521977,0.00138,6.286727,0.0,2.509547,0.0,104.48602,10,0,0,4,97,2,0,100,,2.2e-05,1.016027,60.827599,0.00138,6.078781,100.0,5.859406,0.0,80.02297
3.5,2.42,0.146,0.0,0.0,0.0,6.64,1.33,11,0.0,0.0,0.0,0,0,5,0,AN,20.116918,0.00138,0.00044,100.0,3.834214,0.0,35.60635,0,0,5,0,20,3,0,100,,4.58527,2.2e-05,0.413889,3.887115,0.653579,85.33698,0.000289,0.216638,130.47888
3.33,2.26,0.171,0.03,0.0,0.0,0.0,0.36,8,12.8,16.4,3.1,0,80,4,0,AF,16.293931,33.189104,3.784179,4.36345,2.076355,0.0,137.51537,12,92,2,2,3,2,0,100,,2.2e-05,44.90119,4.352248,0.00138,0.00044,16.95579,98.07675,0.0,119.61551
2.95,2.2,0.413,0.0,0.004,0.0,0.83,0.0,16,3.7,25.5,2.8,1,0,0,0,M,25.906134,4.92966,2.152816,1.39104,0.296147,0.0,35.60635,0,0,0,6,3,98,0,105,,2.2e-05,2.511366,0.004045,12.935103,0.688254,9.04703,0.049997,0.063921,80.02297
4.16,2.49,0.103,0.01,0.0,0.16,0.55,1.4,3,0.0,8.9,0.0,0,70,5,0,AN,43.45366,0.00138,95.98867,9.06581,0.000289,0.163008,126.42651,5,0,0,3,0,5,0,188,,4.265292,5.52337,94.95399,14.10371,4.726447,82.57575,0.000289,0.807489,80.02297
3.76,2.41,0.267,0.0,0.006,0.0,21.04,1.13,10,6.8,11.6,23.1,0,65,5,0,FP,79.359325,0.00138,0.00044,94.99804,0.705052,0.0,89.58824,0,48,9,0,12,6,0,100,,2.2e-05,2.2e-05,23.334838,0.628616,4.56868,100.0,98.07675,0.029413,126.06464
4.24,2.32,0.247,0.0,0.0,0.17,1.29,0.36,16,0.0,20.6,1.6,0,0,6,0,M,39.467506,0.00138,6.033346,7.54647,1.701804,0.0,110.01343,9,2,0,54,8,6,0,111,,5.219571,2.2e-05,8.041601,12.811941,7.069892,3.6167,4.199742,0.0,105.82195
3.07,2.73,0.02,0.0,0.0,0.46,0.0,0.0,18,0.0,99.0,3.9,1,88,5,0,AN,23.438745,57.12141,0.00044,84.71692,0.000289,0.169049,35.60635,0,16,4,0,15,2,0,100,,5.40575,4.965699,23.266218,11.082007,1.141536,0.0,0.000289,0.071176,122.30034
3.59,2.73,0.421,0.0,0.006,0.0,0.0,2.44,16,7.2,0.0,1.3,5,15,1,0,M,22.043673,10.388712,1.184049,5.64272,0.000289,0.0,84.12587,4,0,10,99,88,0,0,105,,2.2e-05,0.142635,94.95399,0.885091,6.855978,71.09626,0.000289,0.147545,80.02297
3.36,2.65,0.15,0.0,0.0,0.0,0.0,0.01,18,3.1,26.3,7.0,0,56,4,0,FP,11.591123,0.00138,4.099048,0.0,0.181214,0.0,81.46059,1,0,5,4,0,2,0,100,,2.2e-05,3.899695,20.020471,12.828461,95.98867,0.0,0.46453,0.134612,90.61391
2.73,2.49,0.423,0.0,0.0,0.0,0.0,0.3,18,0.0,6.5,0.0,0,0,3,0,M,20.241398,12.769514,0.00044,0.0,0.464101,0.0,89.40588,10,0,7,0,97,5,0,100,,2.2e-05,2.2e-05,0.004045,11.901413,3.188529,14.14447,5.902307,0.0,102.54155
2.91,2.2,0.031,0.0,0.003,0.0,21.04,0.63,11,1.1,99.0,1.3,0,11,6,0,M,94.95399,4.852917,0.00044,0.0,0.000289,0.12341,96.85134,0,15,0,0,0,6,0,100,,53.605554,2.76373,52.078974,6.343709,0.00044,0.0,0.000289,0.899441,153.67198
3.39,2.44,0.313,0.16,0.0,0.0,21.04,0.0,3,0.0,20.9,3.7,4,85,7,0,M,2.867409,5.192322,0.00044,100.0,2.811772,0.097242,98.90272,0,14,3,99,17,0,0,221,,2.2e-05,26.951682,39.193331,7.085197,0.357955,100.0,1.927951,0.101518,86.9927
4.11,2.45,0.104,0.0,0.006,0.0,4.52,1.92,19,3.1,25.1,0.0,96,17,4,0,M,94.95399,6.707989,4.155538,11.13552,0.000289,0.0,75.11156,11,83,0,99,97,0,0,100,,2.2e-05,2.2e-05,0.004045,2.518477,95.98867,100.0,5.160377,0.037765,111.30157
3.59,2.52,1.212,0.0,0.0,0.11,0.0,0.03,22,0.0,0.0,0.0,2,0,100,0,AN,75.197095,0.00138,0.00044,15.44509,0.000289,0.089791,80.3879,0,0,0,7,0,2,0,102,,3.800001,1.62056,5.863416,4.73822,7.574995,74.8943,98.07675,0.19693,85.62154
3.07,2.41,0.235,0.1,0.007,0.0,2.69,0.55,3,0.0,19.5,8.1,0,47,5,0,AF,17.096633,0.00138,0.00044,7.57483,70.683994,0.0,82.79418,0,0,0,1,7,0,0,100,,2.2e-05,2.2e-05,15.737155,43.873555,0.00044,5.93939,0.000289,0.036619,109.65369
4.07,2.5,0.344,0.0,0.004,0.0,0.0,0.0,18,4.6,20.8,0.0,2,18,5,0,M,24.227616,57.12141,0.00044,0.0,0.832699,0.0,96.67148,0,0,1,0,0,3,0,100,,2.2e-05,2.92181,39.829771,2.399004,0.00044,100.0,4.641055,0.0,130.7795
3.91,2.46,0.36,0.0,0.0,0.0,21.04,0.0,24,0.0,93.6,0.0,0,0,0,0,M,94.95399,12.50972,1.15086,97.97248,0.000289,0.0,88.41801,8,0,1,6,0,0,0,100,,2.2e-05,2.2e-05,10.112839,10.23977,95.98867,15.94579,5.075354,0.117536,82.26284
3.01,2.45,0.391,0.0,0.005,0.0,5.88,0.0,16,5.3,8.8,0.0,2,11,0,0,M,1.88154,10.974763,0.00044,12.35727,96.248475,0.0,88.07826,7,52,0,74,0,8,0,100,,2.2e-05,0.329737,11.861131,10.757468,4.489333,0.0,2.969114,0.103241,80.02297
4.24,2.3,0.106,0.0,0.033,0.0,0.0,0.0,19,70.0,18.3,0.0,0,51,0,0,AF,0.004045,0.424171,5.898056,0.0,0.000289,0.0,100.92819,0,12,23,99,12,0,0,100,,1.186108,0.58025,15.816562,0.00138,95.524452,11.16612,0.000289,0.157964,130.14309
3.02,2.21,0.135,0.0,0.0,0.0,0.0,0.0,9,0.0,0.9,0.1,0,39,7,0,M,18.202866,0.00138,0.00044,9.64426,5.716184,0.0,76.22691,12,24,0,0,22,4,0,100,,2.2e-05,3.886114,22.923629,0.00138,4.36755,100.0,4.838493,0.183891,107.66971
3.21,2.3,0.428,0.0,0.0,0.0,0.47,0.0,9,0.0,13.7,0.0,1,100,2,0,M,16.867948,9.644324,0.00044,98.9979,65.653881,0.0,93.58376,0,9,5,0,97,5,0,146,,2.954518,2.2e-05,21.336632,0.00138,2.484023,5.42246,5.101737,0.128712,138.65808
2.73,2.48,0.348,0.0,0.003,0.0,0.0,0.0,7,0.0,16.8,33.3,7,0,29,0,M,24.62908,5.4374,0.556974,95.76455,29.31966,0.0,74.39988,0,0,3,99,20,3,0,100,,2.2e-05,2.2e-05,13.703369,0.035738,0.223051,86.37859,0.000289,0.042994,123.44086
3.92,2.26,0.041,0.0,0.0,0.02,0.5,0.16,3,44.2,19.2,0.0,0,0,3,0,FP,23.439859,12.771693,0.00044,0.0,1.768192,0.047056,130.72849,6,81,5,85,97,0,0,100,,2.2e-05,62.46501,5.482185,6.366694,0.00044,100.0,0.000289,0.088121,111.1514
4.17,2.21,1.004,0.0,0.0,0.0,0.0,0.0,4,0.0,21.3,6.9,6,0,7,0,M,94.95399,10.046259,0.00044,91.56358,0.000289,0.168909,145.57491,0,0,2,7,10,0,0,100,,24.529665,5.627727,94.95399,12.887155,0.00044,18.97457,0.345479,0.082265,82.95051
2.86,2.73,0.089,0.08,0.001,0.0,1.09,0.0,16,0.0,0.0,1.4,0,0,1,0,AN,9.240019,0.00138,5.753451,0.0,0.000289,0.03511,96.91876,0,100,0,6,0,34,0,100,,5.338943,11.737023,49.418489,5.084006,0.00044,0.0,0.448008,0.151811,80.02297
3.06,2.66,0.375,0.0,0.0,0.74,3.55,0.25,13,0.0,18.0,0.0,0,60,3,0,M,0.004045,0.00138,0.00044,5.89903,49.192214,0.010545,97.97299,6,0,0,99,0,0,0,160,,2.2e-05,4.414641,6.453717,8.046313,4.795784,0.0,3.743572,0.0,126.09801
3.84,2.64,1.213,0.0,0.0,0.0,1.49,0.0,6,1.9,22.1,0.0,0,3,5,0,AN,0.004045,0.00138,6.4615,12.45158,17.038414,0.0,84.9038,0,3,12,99,79,6,0,100,,2.06557,2.2e-05,73.842128,0.00138,5.752385,10.44241,6.09848,0.210276,111.53676
3.69,2.42,0.439,0.0,0.0,1.45,0.0,0.0,9,0.0,11.5,0.0,3,13,0,0,AF,0.004045,12.325626,7.255896,100.0,1.630504,0.0,80.7217,0,0,3,0,0,0,0,100,,2.2e-05,0.895825,40.543759,0.00138,0.00044,0.0,5.560475,0.004908,133.44065
3.24,2.38,0.421,0.0,0.0,0.0,18.1,0.0,15,2.9,28.4,0.0,0,18,6,0,FP,94.95399,7.862045,0.00044,8.99579,0.000289,0.0,97.26785,130,0,10,18,0,6,0,104,,2.2e-05,2.2e-05,40.01166,0.00138,0.00044,0.0,5.686598,0.0,80.02297
2.73,2.42,0.17,0.0,0.004,0.38,21.04,2.44,3,0.0,2.3,0.0,0,100,7,0,M,66.270861,0.00138,6.136952,0.0,2.260491,0.072968,86.04809,9,0,6,0,97,4,0,101,,55.430334,0.809694,0.004045,2.325321,95.98867,17.33399,0.000289,0.0,99.93708
3.11,2.7,0.232,0.0,0.007,0.05,21.04,0.0,17,0.0,0.0,0.7,0,21,1,0,AN,94.95399,0.00138,4.58789,100.0,3.50827,0.048583,104.26867,2,50,0,99,4,0,0,100,,2.2e-05,2.2e-05,0.004045,1.078518,4.743596,21.50129,5.190688,0.116119,80.02297
2.76,2.6,0.252,0.06,0.003,0.0,2.92,0.89,24,0.0,99.0,1.1,0,15,5,0,M,0.004045,0.00138,5.96281,18.37254,0.670308,0.0,153.62854,10,16,6,0,10,98,0,100,,2.2e-05,2.2e-05,94.95399,5.196306,0.00044,0.0,5.334561,0.0,85.03772
3.67,2.71,0.398,0.05,0.0,0.0,11.6,0.0,24,1.4,99.0,0.0,0,8,6,0,M,0.004045,11.803145,1.781688,3.15893,0.455228,0.0,106.96806,0,0,0,0,0,69,0,103,,0.846167,2.2e-05,4.745505,11.539097,1.849515,17.36542,2.14078,0.0,115.51511
4.24,2.73,0.341,0.0,0.0,0.36,1.36,0.0,16,0.0,24.8,5.1,0,18,0,0,AN,0.004045,1.948409,5.263295,19.92437,0.000289,0.161293,78.80892,3,0,0,0,3,6,0,102,,5.36811,2.2e-05,0.004045,0.00138,7.778671,18.22556,6.018548,0.0,90.58556
2.87,2.25,0.141,0.02,0.0,0.0,0.0,0.0,11,2.5,12.4,0.0,96,72,0,0,M,0.004045,10.959361,7.122866,3.6575,0.000289,0.0,62.54192,0,10,3,60,97,3,0,100,,2.2e-05,5.185188,11.895922,1.655136,95.98867,11.1752,98.07675,0.013373,80.02297
3.86,2.1,0.267,0.0,0.0,0.3,0.42,2.44,9,0.0,99.0,2.0,0,16,0,0,AN,58.485914,57.12141,69.139989,100.0,98.07675,0.0,96.06858,8,0,0,99,6,0,0,100,,2.2e-05,6.521461,25.431583,9.524048,0.00044,2.39077,98.07675,0.0,123.21995
2.73,2.6,0.161,0.02,0.0,0.22,1.34,2.2,3,1.1,19.9,0.0,0,97,6,0,FP,0.004045,12.261217,1.925687,0.0,0.000289,0.0,91.39158,10,20,0,0,0,98,0,100,,2.646579,1.559844,92.781995,8.600893,4.720696,0.0,0.312997,0.116881,139.62818
3.08,2.73,0.135,0.08,0.0,0.14,0.0,0.0,18,0.5,21.9,2.7,4,0,11,0,AN,73.168022,10.757515,0.00044,0.0,2.723565,0.0,125.91913,0,0,0,4,0,0,0,109,,2.2e-05,33.41812,37.835982,3.862659,0.429561,96.24909,5.32651,0.098373,123.42494
3.22,2.2,0.109,0.0,0.0,0.0,21.04,0.0,24,0.0,99.0,9.2,3,0,1,0,FP,21.94999,10.434062,0.331521,20.36027,0.000289,0.0,67.02897,8,0,12,2,9,4,0,100,,2.2e-05,2.2e-05,6.60456,0.00138,0.88702,21.77195,2.669777,0.144105,95.82321
3.42,2.69,0.221,0.0,0.002,0.26,9.83,0.0,3,19.9,91.6,4.1,4,19,2,0,AN,0.42566,12.921295,0.00044,2.46637,73.151693,0.0,74.83259,0,0,13,32,0,0,0,100,,2.43158,3.062922,0.004045,0.00138,0.00044,0.0,4.365514,0.0,131.70065
2.96,2.36,0.028,0.14,0.0,0.0,1.02,0.0,10,1.9,20.0,1.4,0,4,4,0,M,0.004045,0.00138,95.98867,81.27229,0.000289,0.0,138.69295,12,28,8,4,10,5,0,100,,2.2e-05,2.2e-05,0.004045,6.883121,0.00044,23.48094,0.000289,0.006929,94.50025
4.06,2.73,0.097,0.0,0.006,0.33,17.69,0.0,10,0.0,24.4,0.0,0,100,100,0,M,0.004045,0.00138,3.629532,10.26793,0.928755,0.077772,75.70132,0,11,2,5,97,0,0,100,,2.2e-05,0.273643,94.95399,6.534299,13.192473,10.59562,0.000289,0.002592,90.31216
4.02,2.38,0.238,0.0,0.006,0.0,0.0,0.32,21,0.0,19.7,8.7,0,0,6,0,AN,0.004045,10.477203,4.347943,100.0,0.000289,0.0,72.06563,0,0,0,99,1,0,0,100,,2.2e-05,3.999805,0.004045,0.00138,3.579405,18.27378,4.91954,0.117906,129.83356
3.36,2.68,0.231,0.0,0.002,0.55,0.0,0.0,17,1.3,99.0,4.0,64,7,6,0,FP,2.855461,9.314521,5.414843,7.86604,0.000289,0.123529,136.70944,3,0,5,99,0,0,0,100,,2.2e-05,2.534094,11.644288,0.00138,5.406758,8.65507,0.000289,0.0,80.02297
3.86,2.26,0.202,0.01,0.0,0.13,21.04,2.44,7,0.0,19.7,35.7,0,52,100,0,AN,3.405373,0.00138,93.216271,71.1764,0.000289,0.120836,121.1878,0,0,0,99,0,2,0,137,,11.02871,6.632744,94.95399,5.939919,95.98867,13.8429,0.000289,0.125006,80.02297
3.65,2.26,0.443,0.0,0.0,0.0,0.0,0.07,9,0.0,99.0,0.0,0,5,1,0,AN,2.656506,0.00138,5.67647,100.0,0.000289,0.0,84.91853,9,23,16,3,18,6,0,100,,2.2e-05,1.328882,19.812013,0.00138,0.00044,2.05531,5.451627,0.0,114.5373
3.13,2.3,0.362,0.0,0.002,0.0,0.0,0.0,3,3.7,23.9,3.6,6,2,21,0,M,10.056846,2.087242,0.540786,13.68711,3.46366,0.0,81.39995,0,10,6,7,11,5,0,100,,5.114138,2.2e-05,44.87845,13.523051,0.00044,0.0,0.000289,0.161648,80.02297
2.73,2.73,0.179,0.03,0.001,0.0,10.9,0.0,19,6.8,0.0,4.4,0,7,78,0,FP,3.53288,9.430449,5.136655,9.67878,5.302628,0.081981,108.26797,7,25,3,2,7,96,0,100,,2.2e-05,2.2e-05,0.004045,0.688539,6.260052,72.84181,0.000289,0.0,84.50387
